acceleration_magnitude_mean,acceleration_magnitude_std,roll_mean,roll_std,rotationRateZ_mean,rotationRateZ_std,quaternionY_mean,quaternionY_std,rotationRateY_mean,rotationRateY_std,quaternionZ_mean,quaternionZ_std,quaternionW_mean,quaternionW_std,yaw_mean,yaw_std,accelerationZ_mean,accelerationZ_std,pitch_mean,pitch_std,gravityX_mean,gravityX_std,gravityZ_mean,gravityZ_std,quaternionX_mean,quaternionX_std,rotationRateX_mean,rotationRateX_std,accelerationX_mean,accelerationX_std,gravityY_mean,gravityY_std,accelerationY_mean,accelerationY_std,activity
0.010646740720251333,0.006996609030370062,-0.014757197809905217,0.008722175923265883,-0.0005673897475602059,0.0056305871896847985,-0.011652124084426271,0.005446993395176639,-0.0007957169781392268,0.006260530208424148,-0.03710771846838258,0.010911810546060323,0.992279019178762,0.0007581893206672939,-0.07266390305387033,0.02093593886000515,-0.002987723414939858,0.0008890371110051111,0.2354538282946021,0.006040704210292728,-0.14065074839392888,0.08306594905272008,-9.534473395232737,0.01456203036232775,0.11709737782207871,0.0029574220878623853,0.0010835972217780616,0.004081400231196255,0.008757442391726506,0.007505384044564484,-2.2876926085853615,0.05758011390786741,0.003563989070494882,0.002621673239866773,Slouch
0.018272714544587537,0.0074135562087905525,-0.014692669653177684,0.004131902412274038,-0.001000036470233507,0.005334519490995656,-0.015082109944849827,0.002467651589654934,-0.0005164762422459327,0.0047010101702281756,-0.06523901055479023,0.015221053045072683,0.9905292651835153,0.0015075501885733924,-0.1293211057309007,0.030623524679029235,-0.006095713802084397,0.002322486091936342,0.23957616139988477,0.00848076897541111,-0.13996675171683892,0.03935279542495002,-9.5250885226889,0.019932238714254258,0.11879209848660335,0.004111897654028841,0.0010564990786301888,0.004413746260844274,0.0031420423645957267,0.0043537610044242624,-2.3269415599178545,0.08073921609017992,0.015434023865161954,0.008904883108673326,Slouch
0.032376514697630365,0.0009355497139993273,-0.010799380851044309,0.002059571440446872,-0.0006073523396427056,0.003278795649608717,-0.019406835061310437,0.0013449817915610316,6.315728905865423e-05,0.001436976208486093,-0.11200672278073694,0.009102434557756632,0.985671924782967,0.0008196865505572002,-0.22453573865991636,0.01866667856668063,-0.009745986503844959,0.0003661321325963025,0.2520140770227428,0.0034857117426639133,-0.10255557743072546,0.01954527510667212,-9.496242257777556,0.00859278720533608,0.1242576366557134,0.0019111135671727993,0.0010822372439769597,0.002121910920316084,-0.006454121771489641,0.0010414662720166165,-2.445319764603865,0.033091742291347946,0.03017199122921837,0.0009524130844142968,Slouch
0.05434827909941612,0.010910228091897723,-0.012092677619563001,0.0031683337322321063,-0.0003872018762911694,0.00238964864662521,-0.023232149710138185,0.0012231919943361932,5.0132331396466964e-05,0.0009557015816853347,-0.12903621311489538,0.00391942603161114,0.98258060459302,0.0010847346130785477,-0.2593532202476351,0.008282438911738627,-0.01540506365040697,0.002802989237598948,0.26758208954796003,0.009112816157211583,-0.1144099985005347,0.03015788524281762,-9.456525328018406,0.0230790075218154,0.13155704316157138,0.004493389082178402,0.001835541870589153,0.002422751411215885,-0.00463511395295437,0.0012356924210032462,-2.5927733367861365,0.08626634381045305,0.05190272319080638,0.01052105446575571,Slouch
0.06448402690411763,0.005134606648327752,0.06002079293240191,0.06358711787092272,-0.004657137268793285,0.03134788585242369,0.002796913682143033,0.024987871876812708,0.0009033208409393744,0.020424030720823126,-0.2045377704108893,0.05821980343631768,0.9677410718684325,0.01174802677103983,-0.42227381218543436,0.12610350893502484,-0.017319216103475275,0.0011591844951333817,0.2552575323510627,0.017186038942506747,0.5692984559689049,0.6023549918613614,-9.450986053398163,0.04416823780215759,0.13202792701865154,0.007303611693083428,0.001439792871860097,0.009852263351732813,-0.002441243016016557,0.0035726598253693113,-2.4757407111776124,0.16275267276258534,0.06195724381691369,0.005083343866269218,Slouch
0.0577262591367003,0.006674036728699735,0.09314173305656621,0.002847220586747675,-0.0008848122392944107,0.0024181016671371122,0.01331148493686035,0.001155647911285375,-0.00032509505671068716,0.0014205642779604817,-0.2893142100371272,0.012264985122465984,0.9502771698784627,0.003046010458106068,-0.6003415522213372,0.024624854721108286,-0.013526288217472995,0.0016566760141185754,0.20999192361975216,0.011857209704932536,0.8919288279684245,0.02529265860087908,-9.548941075481466,0.026361685938741834,0.11357400087045012,0.005795802931036373,0.0017144529457182953,0.0025595114616288653,0.0006128957424135355,0.0004998803516044922,-2.044070290379276,0.1137086796014561,0.0561123360796225,0.006476047446769962,Slouch
0.028511899777670074,0.01136682085223973,0.08609731663579745,0.0031340368360995643,-0.00048745558390633005,0.0008289793016874149,0.013050909867543958,0.00029432626578716834,-0.000305495918439799,0.0007368752353104922,-0.3211756539527546,0.005923374528616746,0.9422416015597295,0.0013791436472183082,-0.6640682527388102,0.011405415484056224,-0.007223093007039346,0.0023546126033332287,0.16924283684809496,0.013158938147374101,0.8310923255651093,0.028329553975990292,-9.62985725567281,0.02443955452820959,0.09368211610508992,0.006591462769638302,0.0007461012658845497,0.0012657841110467244,0.0027303573564135407,0.0027098010830074915,-1.6516483703967346,0.12715736619069593,0.027125391008587036,0.011569042532304613,Slouch
0.01206252296060607,0.0009813914626041623,0.0808434991870913,0.0004149904771853761,-0.00035021942832789537,0.0008314149875165229,0.012513974118543618,0.0002076833744762379,-0.00036929754105990774,0.0006568934967416481,-0.33996244543720894,0.00546217823985397,0.9366646085514152,0.0018898071856169756,-0.7020527972445376,0.011501566764313983,-0.003805117775128265,0.0003022954900522383,0.1476250370012741,0.002589246615853103,0.7833247663328375,0.004137828160173558,-9.668270556366073,0.0035992762182694774,0.08302908019812798,0.0011256463816901475,0.00043666168086996476,0.000969862499744647,0.006975821527203132,0.00028452697681640685,-1.4424485686510666,0.025117195148740595,0.009040010131898342,0.001197033346470371,Slouch
0.008419413304678073,0.0012641499102373182,0.09228126581101691,0.006271451217067212,-5.334471282081791e-05,0.0012264611730948224,0.017405019160239954,0.0029287607632189757,0.00014451077679015708,0.002296110727959887,-0.3542898233117298,0.001897085985370065,0.9312645642638554,0.0008777384518554984,-0.7336295192805531,0.004581537963407982,-0.0038679345035231194,0.00035957490025751826,0.14295556556048727,0.00369786032423519,0.894444733674973,0.06064873009028125,-9.665054226632853,0.007410081425867926,0.0830966022193595,0.0020743056791779424,0.0003788141010185298,0.0022642572380405994,0.0017685200480118321,0.0038079382477017327,-1.3971342108926708,0.03588518569282751,0.006268598151193546,0.0006928290325518048,Slouch
0.01078137335585843,0.00219605870186393,0.3154415377388815,0.0030378401332501214,-0.0007992475039111539,0.0010055906914075378,0.15693259043767893,0.001792771357426025,-8.42489291208445e-05,0.0010428811796140748,-0.003636398555432506,0.00804197885611305,0.986929977417437,0.0002636285042609482,0.004312115853801336,0.016234427574505585,-0.002019012781352161,0.00043555583356436755,-0.07122077504747902,0.0027562885465019843,3.034641998228239,0.02845545797706617,-9.299070484521913,0.008779879438188323,-0.03544383308264351,0.002007586182229231,0.00010451287728352271,0.001149168787076002,0.007880431613599904,0.0015911081687139904,0.6978443258348237,0.0269635355956014,-0.006956826997150462,0.001940464802958763,Slouch
