time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1733701287469727500,1.0277275390625,-0.03819208109937904,-0.07008133083581924,-0.019092524390596666,0.11735944449901581,-4.421229775464367e-17,0.9997765571204367,-0.0003464101534059852,left,0.006240487098693848,-0.018137714909216455,-0.3743874028554186,-9.797886847829819,-0.009070386935693273,0.028163934126496315,0.005920317955315113,0.17786221131766214,0.005296157673001289
1733701287499259000,1.0572587890625,-0.033890802526161515,-0.031278859823942184,-0.016933894133020978,0.07144265621900558,-0.000991797431827485,0.9998172916213324,-0.0022819725711088704,left,0.010681899264454842,-0.01758469466257688,-0.33224392259828744,-9.799503050854801,-0.008810298915985004,-0.043827082961797714,-0.0004916441394016147,0.17243980267643927,0.022716380655765533
1733701287531630600,1.089630615234375,-0.03213335872591137,0.057066794484853745,-0.016054789418635418,0.0407128781080246,-0.0008965722137799293,0.9998218985567391,-0.0021104839840080554,left,-0.014668217860162258,-0.019729219986577538,-0.3150087101589888,-9.799679576465486,-0.009880123994557465,-0.05243632569909096,-0.007987198419868946,0.19346673554889857,0.03107398748397827
1733701287584708600,1.14270849609375,-0.029304537449157664,0.11083487421274185,-0.014658026471209845,0.12093620002269745,0.0008392558432900888,0.9998399583596933,0.0013790715298450133,left,-0.0014851426240056753,-0.020452549031412744,-0.28728176819123324,-9.800389186039567,-0.010214894551433927,0.07782462239265442,0.00686027854681015,0.20055875790277494,-0.0051985448226332664
1733701287614217200,1.17221728515625,-0.02322766525923014,0.07072731852531433,-0.011633730324239536,0.1985839605331421,0.002791500570014663,0.9998997618000166,0.005407087153528878,left,-0.0003051848616451025,-0.015192849091650716,-0.22774245983930302,-9.802872819548845,-0.007564414989884613,0.23363205790519714,0.016408821567893028,0.1489869852307718,-0.013481296598911285
1733701287707262500,1.265262451171875,-0.012432102759938538,-0.017624404281377792,-0.006216826477348129,-0.012352180667221546,0.004608940359286511,0.9999700210796161,0.0092157140933266,left,0.03772451728582382,-0.00038244669590879683,-0.1219177765193861,-9.805891290587187,-0.00016257523466472177,0.16365014016628265,0.011079419404268265,0.003752295173770108,-0.035047754645347595
1733701287736994800,1.294994873046875,-0.016285196372635386,-0.1329374462366104,-0.008132873798167973,-0.17865891754627228,0.0030050532380773045,0.9999573545582487,0.006061696792930095,left,0.01756620965898037,0.006306450271911036,-0.15969664095938205,-9.805154793006182,0.0031777794712301044,0.1694713532924652,0.01241658441722393,-0.061842977617844005,-0.01945243775844574
1733701287778413800,1.336413818359375,-0.025003911931780864,-0.11570870876312256,-0.012499539707833424,-0.2672445774078369,0.0002926656514359502,0.9999075776462908,0.0007185523234479526,left,-0.00850498117506504,0.01065103628499592,-0.24516881093652917,-9.803028302371501,0.005329568208382303,0.015992101281881332,-0.0028935347218066454,-0.10444726662002503,0.021359102800488472
1733701287807680300,1.36568017578125,-0.03351309924194875,-0.042498666793107986,-0.016761127902816683,-0.178970605134964,-0.001152031873206811,0.99984503970391,-0.0021278626390620692,left,-0.027554484084248543,0.010535511702906597,-0.3285751344250515,-9.800599613919854,0.005249162459332736,-0.052514445036649704,0.025403276085853577,-0.10331443579834886,-0.0004312432138249278
1733701287864689400,1.422689453125,-0.03736702912291258,0.06527642905712128,-0.018685856501781034,-0.08645769208669662,-0.0010476380960179083,0.9998182883836422,-0.0019598364978315394,left,0.0010182172991335392,0.007268610780835965,-0.3663540993297472,-9.79954513643086,0.0036153543255567073,-0.08585958182811737,-0.009603679180145264,-0.07127836192720569,0.006114404648542404
1733701287893918200,1.451918212890625,-0.0418052765263746,0.13102491199970245,-0.020898729417968994,-0.16375117003917694,0.0010595668576771076,0.9997787617053187,0.002207781451758769,left,0.02654430828988552,0.004217966505942258,-0.4098503093700856,-9.79799439985752,0.0021315921902849587,-0.028994962573051453,-0.01479017361998558,-0.041362248485255985,-0.030770201236009598
1733701287924726000,1.48272607421875,-0.04847823890244271,0.12643320858478546,-0.02422572668976196,-0.18309128284454346,0.003697317246719067,0.9996952853301474,0.007535241953840778,left,-0.0032489444129168987,0.005708151537703395,-0.4752188535984605,-9.794968914556502,0.002944527707714037,0.09881792962551117,-0.016310831531882286,-0.05597577521803323,-0.04114289581775665
1733701288008104700,1.566104736328125,-0.05920756499957352,0.12290529906749725,-0.029575870966539547,-0.05546455830335617,0.008761889567045666,0.9995202013956341,0.017681450952473983,left,-0.01583576202392578,0.005055653333988229,-0.580284909703955,-9.7893411378026,0.0027882942335617266,-0.18335139751434326,0.0012743703555315733,-0.04957700952505693,-0.0011322529753670096
1733701288112183300,1.670183349609375,-0.060340615995147985,0.10312137752771378,-0.030228080225297063,0.013710139319300652,0.0131210494252316,0.9994461285073535,0.02595136510168461,left,-0.014032434672117233,-0.010065291014941987,-0.5913539276637136,-9.788306534057854,-0.004638505532929432,-0.19860582053661346,-0.002008710987865925,0.0987069602692034,0.008696053177118301
1733701288141385200,1.69938525390625,-0.05796921806608649,0.070236936211586,-0.029106108451988008,0.1007443442940712,0.014796696856149809,0.9994306177415644,0.029090469659404566,left,0.0006260165246203542,-0.017852900546706033,-0.5680785582773387,-9.78861691518128,-0.00850014166529063,-0.19315381348133087,0.004532000049948692,0.1750696945223026,0.0013990210136398673
1733701288172140300,1.730140380859375,-0.05398297381158525,0.0159310270100832,-0.02716300975960934,0.11097972095012665,0.01549169895756337,0.9994455134350329,0.030358193344273126,left,0.010662125423550606,-0.02370093693981843,-0.5289900451440364,-9.789614109525084,-0.011434898359282283,-0.0970640555024147,0.011190125718712807,0.2324068897200748,-0.01102674100548029
1733701288228425000,1.786425048828125,-0.05007513577897939,-0.03500249981880188,-0.025217322447194615,0.07519630342721939,0.01515910117046144,0.999492216525914,0.029699896751253046,left,0.01921216771006584,-0.025210725953573862,-0.49071175241507586,-9.79124492559731,-0.012227964947940253,0.0060320147313177586,0.007781970780342817,0.2472084270053543,-0.010628928430378437
1733701288257450000,1.815449951171875,-0.04903460617397381,-0.052762847393751144,-0.024671956907738084,-0.027908658608794212,0.014145835556790349,0.9995318745891466,0.027732927376176497,left,0.01678362675011158,-0.023247433593468696,-0.4805462591663003,-9.792215816456078,-0.011278944347145166,0.06640711426734924,-0.009956440888345242,0.2279607604987919,-0.002524052746593952
1733701288310329000,1.8683291015625,-0.051118052251887945,-0.038408443331718445,-0.025682648680676417,-0.079014353454113,0.013272410202427498,0.9995355446663662,0.026045607869773717,left,0.01185000129044056,-0.01994820482887186,-0.500982459603995,-9.791891406807302,-0.009637046256205107,0.08861780166625977,-0.01166795939207077,0.19561392191173507,-0.00704220961779356
1733701288340346000,1.89834619140625,-0.053924080935201804,-0.01713661663234234,-0.02705614883009698,-0.041051190346479416,0.012652910225175304,0.999523886995927,0.024881319762697342,left,-0.016788002103567123,-0.016136928694411485,-0.5284931284725666,-9.791120422434807,-0.007729455251756935,0.06638477742671967,-0.007844248786568642,0.1582441771287471,0.017926005646586418
1733701288368601600,1.9266015625,-0.05397569392434417,0.003446416463702917,-0.027075734535395617,0.04766910523176193,0.012530354132888081,0.9995282481811003,0.024659451413536853,left,-0.020998245105147362,-0.015253645030358292,-0.529005827235058,-9.791228558984399,-0.0072906976161927345,-0.0076159206219017506,-0.000128231942653656,0.1495831884250976,0.013901458121836185
1733701288448477200,2.006477294921875,-0.050638211150318614,0.017065340653061867,-0.025441232147144388,0.0493026003241539,0.012999524409080756,0.9995443933276524,0.025500085583181266,left,0.0016833209665492177,-0.02011203610038459,-0.496282246023789,-9.792098327556252,-0.009729048832018392,-0.0823897272348404,0.0038049262948334217,0.19722024286352097,0.00600788788869977
1733701288503444500,2.061444580078125,-0.048080343714019695,0.007851267233490944,-0.02417936949638439,0.087237149477005,0.013094594169756724,0.9995613569566599,0.025655280262539333,left,-0.007897935807704926,-0.02261933934723599,-0.47120848544593896,-9.79281085973978,-0.010996909982626809,-0.03895691782236099,-0.003169258125126362,0.22180285892356186,0.008347205817699432
1733701288532986600,2.090986572265625,-0.045141313649558625,-0.008257491514086723,-0.02271994301489762,0.06587772816419601,0.013118133887253065,0.9995867600192773,0.025701902832145674,left,0.01583576202392578,-0.0240837205447729,-0.4424100052565336,-9.7938185754776,-0.011747507493674224,-0.01414537988603115,-0.0012743703555315733,0.236159629849717,0.0011322529753670096
1733701288562534100,2.1205341796875,-0.04302605446276675,-0.021829288452863693,-0.02165449858340435,0.037651654332876205,0.012797244461238625,0.9996187740590557,0.025101107102028185,left,0.01657947339117527,-0.02331815678290879,-0.4217002120418474,-9.794910462367534,-0.011385244280964076,0.07051445543766022,-0.005443349946290255,0.22865411305781452,-0.02659584954380989
1733701288614103800,2.172103759765625,-0.0421055489758246,-0.052459776401519775,-0.021157199781089223,0.040071964263916016,0.012073110584858916,0.9996639020300451,0.023769157084382344,left,-0.016356371343135834,-0.01823694329685184,-0.41272736264374105,-9.796329096993803,-0.008865512678866852,0.17248018085956573,0.0026473295874893665,0.17883523933459072,-0.028523726388812065
1733701288648453000,2.206453125,-0.039323636132667296,-0.008044539019465446,-0.019726663041322923,0.09034451842308044,0.0114610252430491,0.999723173694171,0.02269258053988428,left,-0.01193507481366396,-0.011940816471633217,-0.38550990456808354,-9.798370247432588,-0.005745769153915613,0.10453106462955475,-0.007833515293896198,0.11709844833784736,0.004812951665371656
1733701288703489800,2.26148974609375,-0.03501824168008742,0.055387649685144424,-0.017564540490615017,0.12521058320999146,0.011921460844108037,0.9997636938868211,0.02367655161451072,left,-0.004491989500820637,-0.00975800032437472,-0.3433287226490676,-9.800171159374713,-0.0046706314510466486,-0.017684508115053177,-0.00434819795191288,0.09569360379739664,0.006552189122885466
